Rae,Rae |,Female |,,Human |,Alive |,Cara O'Sullivan | The Singer's Band |,Terandria |,Noelictus |,Performer |,Non-combat |,,6,54,7
Thien,Thien |,Male |,,Human |,Alive |,Cara O'Sullivan | The Singer's Band |,Terandria |,Noelictus |,Performer |,Non-combat |,,6,46,7
Laiska,Laiska Clearbranch |,Female |,,Half-Elf |,Alive |,Claiven Earth |,Chandrar |,Claiven Earth |,General |,Leader | Archer |,,6,5,8
Ikeiret,Ikeiret |,Male |,,Half-Elf |,Alive |,Claiven Earth |,Izril |,New Lands |,Mage |,Mage |,,6,11,10
Areis,Areis |,Female |,125 |,Half-Elf |,Alive |,Claiven Earth |,Chandrar |,Claiven Earth |,Ambassador |,Non-combat |,,6,9,8
Doren,Doren |,Male |,52 |,Human |,Alive |,Cormeng's Grand Emporium of Antiques and Pawnshop |,Izril |,Great Plains |,Merchant |,Non-combat |,,6,29,9
Terres,Terres Hangclaw |,Male |,,Drake |,Alive |,Dancing Drake |,Izril |,Liscor |,Chef |,Non-combat |,,6,2,2
Iyedoth,Iyedoth | God of Time |,Male |,,God |,Deceased |,Dead Gods |,Kasignel |,Kasignel |,God |,God |,,6,5,8
Callidaz,Callidaz | Callidaz |,Male |,,Giant |,Alive |,Demon Kingdom |,Rhir |,Demon Kingdom |,Noble |,Warrior |,,6,20,7
Amared,Amared |,Male |,60 |,Dwarf |,Alive |,Derithal-Vel | Guild of Smiths |,Izril |,Dwarfhall's Rest |,Smith |,Non-combat |,,6,21,9
Davi,Davi |,Male |,25 |,Human | Pakeil |,Alive |,Earthers |,Chandrar |,A'ctelios Salash |,Layabout |,Non-combat |,,6,11,7
Beton,Beton |,Male |,,String Person |,Alive |,Esceit Quarein | Yvlon Byres |,Chandrar |,Nerrhavia's Fallen |,Performer | Guard |,Warrior |,,6,43,8
Geyasa,Geyasa | Wardmistress Geyasa |,Female |,,Drake |,Alive |,Fissival |,Izril |,Fissival |,Mage |,Mage |,,6,30,6
Istrix,Istrix |,Male |,,Drake |,Alive |,Fissival |,Izril |,Fissival |,Artisan |,Non-combat |,,6,24,9
Sooralese,Sooralese | Magus Lady Sooralese | Sooral |,Female |,,Drake |,Alive |,Fissival |,Izril |,Fissival |,Noble |,Non-combat |,,6,48,9
Quelmi,Quelmi Seventails |,Male |,,,Alive |,Fissival |,Izril |,Fissival |,Strategist |,Leader |,,6,2,6
Niila,Niila |,Female |,,Drake |,Alive |,Fissival |,Izril |,Fissival |,Adventurer |,Mage |,,6,23,7
Eim,Eim |,Male |,,,Alive |,Flos Reimarch |,Chandrar |,Reim |,Vassal |,Non-combat |,,6,8,6
Mixasa,Mixasa |,Female |,,Dullahan |,Alive |,Forgotten Wing Company |,Baleros |,Elvallian |,Chef |,Non-combat |,,6,10,6
Selentierre,Selentierre |,Male |,,Garuda |,Alive |,Forgotten Wing Company |,Baleros |,Elvallian |,Chef |,Non-combat |,,6,26,6
Knight,Knight |,Male |,,Antinium |,Deceased |,Free Antinium |,Izril |,Liscor |,Stategist |,Leader |,,6,3408,1
Pisca,Pisca |,Female |,,Antinium |,Alive |,Free HiveGarry |,Izril |,Liscor |,Chef |,Non-combat |,,6,25,7
Yerwite,Yerwite |,Female |,,Half-Elf |,Alive |,Gaiil-Drome |,Terandria |,Gaiil-Drome | ,Mage |,Mage |,,6,20,9
Ruveden,Ruveden |,Female |,,Half-Elf |,Alive |,Gaiil-Drome | Inserelad'reanum |,Terandria | Izril |,Gaiil-Drome | New Lands |,Noble |,Non-combat |,,6,18,9
Fea,Fea |,Female |,,Human |,Alive |,Gemhammer |,Izril |,Liscor |,Adventurer |,Warrior |,,6,11,5
Blaik,Blaik |,Male |,,Human |,Alive |,Gemhammer |,Izril |,Liscor |,Adventurer |,Warrior |,,6,13,5
Timgal,Timgal |,Male |,,Human |,Alive |,Gemhammer |,Izril |,Liscor |,Adventurer |,Warrior |,,6,10,5
Laskaillia,Laskaillia | Magus Laskaillia |,Female |,,Drake |,Alive |,Gemscale family |,Izril |,Salazsar |,Mage |,Mage |,,6,21,5
Hilten,Hilten Coroes |,Male |,,Human |,Alive |,Glitterblade |,Izril |,North Izril |,Adventurer |,Warrior | Mage |,,6,18,6
Ithaca,Ithaca |,Female |,,Drowned Person |,Alive |,Gnoll Geneva |,Baleros |,Gathering Citadel |,Doctor |,Non-combat |,,6,24,9
Etretta,Etretta Fulvrie |,Female |,,Dullahan |,Deceased |,Gravetender's Fist |,Baleros |,Talenqual |,Soldier |,Warrior |,,6,13,4
Raeh,Raeh |,Male |,,Human |,Alive |,Gravetender's Fist |,Baleros |,Talenqual |,Soldier |,Warrior |,,6,31,4
Ukrina,Ukrina |,Female |,,Drake |,Deceased |,Halfseekers |,Izril |,North Izril |,Adventurer |,Warrior |,,6,24,4
Keilam,Keilam |,Male |,,Gnoll | Beastkin |,Deceased |,Halfseekers |,Izril |,North Izril |,Adventurer |,Mage |,,6,22,5
Nune,Nune Salismen |,Male |,,Human |,Unknown |,Hellios |,Chandrar |,Hellios |,Soldier |,Leader |,,6,16,4
Finl,Finl Ulesey |,Female |,12 |,Human |,Alive |,HelliosReim |,Chandrar |,Reim |,Soldier |,Warrior |,,6,6,6
Marian (Horns of Hammerad),Marian |,Female |,,Human |,Deceased |,Horns of Hammerad |,Izril |,North Izril |,Adventurer |,Warrior |,,6,2550,1
Cimeca,Cimeca Tellis |,Female |,,Human |,Alive |,House Tellis |,Izril |,North Izril |,Noble |,Non-combat |,,6,24,5
Faigen,Faigen |,Male |,,Human |,Deceased |,Hunter's Guild |,Terandria |,Noelictus |,Soldier |,Warrior |,,6,11,6
Zenna,Zenna |,Female |,250 |,Half-Elf |,Alive |,Ieka Imarris |,Izril |,Invrisil |,Maid |,Non-combat |,,6,19,7
Raisha,Raisha |,Female |,,Gnoll |,Alive |,Invrisil |,Izril |,Invrisil |,Guard |,Warrior |,,6,8,3
Regisand,Regisand Curle |,Male |,,Human |,Alive |,Invrisil | Magnolia Reinhart |,Izril |,Invrisil |,Mayor |,Non-combat |,,6,2,3
Dolost,Dolost | Dolost the Adamantine |,Male |,,Dullahan |,Deceased |,Iron Vanguard |,Baleros |,Invictel |,General |,Leader,,6,17,9
Saimh,Saimh |,Male |,,Drake |,Alive |,Isle of Goblins |,Isles |,Isle of Goblins |,Merchant |,Non-combat |,,6,21,9
Zushe-Greso,Zushe-Greso | Queen Zushe-Greso |,Female |,1900 |,Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,6,9,8
Dolenm,Dolenm |,Male |,,Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,6,19,8
Izimire,Izimire |,Male |,,Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,6,8,8
Coutei,Coutei-Dinai |,Male |,,Djinni |,Alive |,Khelt | Emrist | Scourgeriders of Emrist | Demon Kingdom |,Chandrar |,Khelt |,Soldier |,Warrior |,,6,13,8
Solvet,Solvet |,Male |,38 |,Human |,Alive |,Kingdom of Avel |,Terandria |,Avel |,Noble |,Archer |,,6,43,8
Khalid,Khalid |,Male |,,Human |,Alive |,Kingdom of Germina | Quarass |,Chandrar |,Germina |,Child | Vassal |,Warrior |,,6,32,6
Treland,Treland |,Male |,,Human |,Deceased |,Kingdom of Hellios |,Chandrar |,Hellios |,Royal | Monarch |,Non-combat |,,6,13,4
Zoe,Zoe |,Female |,,Human |,Unknown |,Laken Godart |,North America |,San Francisco |,Layabout |,Non-combat |,,6,9,1
Yalla,Yalla Aldrake |,Female |,,Drake |,Alive |,Liscor |,Izril |,Liscor |,Merchant |,Non-combat |,,6,37,6
Geillsten,Geillsten |,Male |,,Drake |,Alive |,Liscor |,Izril |,Liscor |,Secretary |,Non-combat |,,6,18,6
Theogrin,Theogrin | Crusader 120-2 |,Male |,,Antinium |,Alive |,Liscor | Free Hive | Liscor's Second Army | Antinium Crusade |,Izril |,Liscor |,Soldier |,Warrior | Priest |,,6,15,9
Belsc,Belsc |,Male |,,Drake |,,Liscor's City Watch |,Izril |,Liscor |,Guard |,Warrior |,,6,2,1
Xith,Xith |,Male |,,Drake |,Alive |,Liscorian Army |,Izril |,Liscor |,Soldier |,Leader |,,6,21,8
Narkr,Narkr |,Female |,,Gnoll |,Alive |,Liscorian Army |,Izril |,Liscor |,Soldier |,Leader |,,6,22,8
Orni,Orni |,Female |,,Gnoll |,Alive |,Lomost Tribe | Ghostly Hand Tribe |,Izril |,Great Plains |,Chieftain |,Non-combat |,,6,22,8
Phesofi,Phesofi |,Female |,,Human |,Alive |,Magnolia Reinhart |,Izril |,Invrisil |,Maid |,Mage |,,6,8,6
Janica,Janica |,Female |,,Human |,Alive |,Magnolia Reinhart |,Izril |,North Izril |,Maid |,Non-combat |,,6,9,4
Milka,Milka | General Milka |,Female |,,Drake |,Deceased |,Manus |,Izril |,Manus |,General | Noble |,Leader |,,6,42,6
Melinni,Melinni |,Female |,,Drake |,Alive |,Melinni's Meats |,Izril |,Pallass |,Merchant |,Non-combat |,,6,16,6
Merec,Merec |,Male |,,Human |,Alive |,Merchant's Guild |,Izril |,Invrisil |,Merchant |,Non-combat |,,6,33,3
Ruis,Ruis |,Male |,50 |,Human |,Alive |,Nadel |,Terandria |,Nadel |,Royal |,Non-combat |,,6,15,8
Relladen,Relladen |,Male |,,Human |,Alive |,Nerrhavia's Fallen | Colosseum of Monarchs |,Chandrar |,Nerrhavia's Fallen |,Performer |,Warrior |,,6,11,8
Tefret,Tefret |,Male |,,Half-Elf |,Alive |,Niers Astoragon |,Terandria |,Pheislant |,Strategist |,Leader |,,6,14,6
Cloudst,Cloudst |,Male |,54 |,Human |,Alive |,Order of Clairei Fields |,Izril |,North Izril |,Knight |,Warrior |,,6,13,9
Ingrela,Ingrela |,Female |,28 |,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,,6,21,6
Thaime,Thaime |,Male |,,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,,6,14,6
Yoriven,Yoriven |,Male |,20 |,Human |,Alive |,Order of the Hydra | Ailendamus |,Terandria |,Ailendamus |,Knight |,Warrior |,,6,46,8
Forcel,Forcel |,Male |,,Human |,Alive |,Order of the Hydra | Ailendamus |,Terandria |,Ailendamus |,Knight |,Warrior | Leader |,,6,10,8
Dalius,Dalius Bedornial | Ser Dalius | Ser Dalius Bedornial of Afiele |,Male |,,Human |,Deceased |,Order of the Shadowed Blooms |,Terandria |,Noelictus |,Knight |,Warrior |,,6,8,8
Mel,Mel Owe |,Male |,17 |,Human |,Alive |,Owe Family |,Izril |,North Izril |,Noble |,Non-combat |,,6,21,7
Nelliam,Nelliam Hailwing |,Male |,,Drake |,Alive |,Pallass |,Izril |,Pallass |,Ambassador |,Non-combat |,,6,54,5
Mirin,Mirin |,Female |,22 |,Human |,Alive |,Parasol Stroll |,Chandrar |,Reim |,Vassal | Soldier | Mage |,Mage |,,6,53,6
Marrieh,Marrieh |,Female |,,Human |,Alive |,People of Zeikhal |,Chandrar |,Zeikhal |,Priest |,Priest |,,6,7,8
Andel (Players of Celum),Andel |,Male |,,Human |,Alive |,Players of Celum |,Izril |,Celum | Invrisil |,Performer | Smith |,Non-combat |,https://wiki.wanderinginn.com/images/8/8b/Andel_by_Enuryn.png,6,290,6
Jexam,Jexam |,Male |,,Drake |,Alive |,Players of Liscor |,Izril |,Liscor | Invrisil |,Performer | Mage |,Mage |,https://wiki.wanderinginn.com/images/0/0e/Jexam_by_Enuryn.png,6,11,6
Keireen,Keireen |,Female |,,Human |,Alive |,Quellae Family | Tyrion Veltras |,Izril |,North Izril |,Noble |,Non-combat |,,6,40,8
Clara,Clara |,Female |,,Human |,Alive |,Raverian Fighters |,Baleros |,Jungle |,Soldier |,Warrior |,,6,14,3
Lim,Lim |,Male |,,Human |,Unknown |,Raverian Fighters Company |,Baleros |,Jungle |,Soldier |,Warrior |,,6,13,3
Bitefly,Bitefly |,Male |,,Goblin |,Deceased |,Redfang Tribe | Redfang Elite Warriors | Flooded Waters Tribe |,Izril |,Goblinhome |,Soldier |,Warrior |,,6,7,3
Leftstep,Leftstep |,Male |,,Goblin |,Deceased |,Redfang Tribe | Redfang Elite Warriors | Flooded Waters Tribe |,Izril |,Goblinhome |,Soldier |,Warrior |,,6,9,3
Wernel,Wernel Reinhart |,Male |,,Human |,Alive |,Reinhart family |,Izril |,First Landing |,Noble |,Non-combat |,,6,7,4
Damia,Damia Reinhart |,Female |,10 |,Human |,Alive |,Reinhart family |,Izril |,First Landing |,Noble | Child |,Non-combat |,,6,11,4
Gailt,Gailt |,Male |,,Human |,Alive |,Reizmelt's Criminal Underworld | Fierre |,Izril |,Reizmelt |,Crime | Mage | ,Mage |,,6,49,6
Culnous,Culnous | Warden Culnous |,Male |,,Merman |,Alive |,Rhisveri Zessoprical |,Terandria |,Ailendamus |,Layabout |,Non-combat |,,6,16,8
Traffle,Traffle |,Nonbinary |,,Elemental |,Active |,Riverfarm | Unseen Empire | Wiskeria |,Izril |,Riverfarm |,Guard |,Non-combat |,,6,5,9
T’shar,T'shar | T'shar Glassbreath |,Female |,,Drake |,Alive |,Runner's Guild |,Izril |,Zeres |,Courier | Runner |,Mage |,,6,3,8
Akral,Akral | Akral the Adamantium |,Male |,,Gnoll |,Alive |,Salazsar |,Izril |,Salazsar |,Adventurer |,Warrior |,,6,5,7
Sailt,Sailt |,Male |,17 |,Gnoll |,Alive |,Saltstone Tribe | Flos Reimarch |,Izril | Chandrar |,Great Plains | Reim |,Child | ,Non-combat |,,6,12,7
Ureita,Ureita |,Female |,17 |,Human |,Alive |,Savere |,Chandrar |,Savere |,Mage |,Mage |,,6,22,8
Elgrinna,Elgrinna Geostrand |,Female |,,Dwarf |,Alive |,Stargazer's Promise |,Izril | Terandria |,Derithal-Vel | Great Plains |,Adventurer |,Warrior |,,6,42,8
Hekra,Hekra |,Female |,,Gnoll |,Deceased |,Stone Spears Tribe |,Izril |,Great Plains |,Artisan |,Non-combat |,,6,11,2
Navien,Navien |,Female |,,Human |,Alive |,The Adventurer's Haven |,Izril |,Adventurer's Haven |,Maid |,Non-combat |,,6,8,9
Adalton,Adalton Serristail |,Male |,,Drake |,Alive |,The Noble's Fancy |,Izril |,Pallass |,Innkeeper |,Non-combat |,,6,17,7
Redit,Redit |,Male |,,Human |,Deceased |,The Player's Retreat |,Izril |,Invrisil |,Guard |,Warrior |,,6,49,7
Veeid,Veeid |,Male |,,Human |,Alive |,The Player's Retreat | Players of Celum |,Izril |,Invrisil |,Innkeeper |,Non-combat |,,6,32,7
Bekr,Bekr |,Male |,,Gnoll |,Alive |,The Pride of Kelia |,Izril |,Great Plains | Liscor |,Adventurer |,Archer |,,6,2,5
Angelica,Angelica |,Female |,,Human |,Alive |,Titan's School | Kingdom of Morein |,Baleros |,Elvallian |,Royal | Strategist |,Leader |,,6,14,6
Embrim,Embrim Thrus | Plague Locust |,Male |,,Human |,Alive |,Tripartite Law |,Baleros |,Jungle |,Soldier |,Mage |,,6,6,4
Beshard,Beshard |,Male |,,String Person |,Alive |,"Ulta household, Lady Pryde Ulta |",Izril |,North Izril |,Soldier |,Warrior |,,6,24,6
Samile,Samile | Samile the Watcher |,Male |,,Beastkin |,Alive |,Unaffiliated |,Baleros |,Jungle |,Adventurer |,Archer |,,6,8,6
Xersia,Xersia | Xersia the Scorpion |,Female |,,Human |,Deceased |,Unaffiliated |,Rhir |,Blighted Kingdom |,Adventurer |,Warrior |,,6,12,4
Arveil,Arveil |,Nonbinary |,,Nelgaunt |,Alive |,Unaffiliated |,Chandrar |,A'ctelios Salash |,Layabout | Sailor |,Non-combat |,,6,17,7
Myron,Myron |,Male |,,Human |,Alive |,United Nations |,Baleros |,Talenqual |,Layabout |,Mage |,,6,8,7
Anders,Anders |,Male |,,Human |,Alive |,United Nations |,Baleros |,Talenqual |,Artisan |,Non-combat |,,6,7,6
Hudson,Hudson | Scorpo |,Male |,14 |,Human |,Alive |,United Nations |,Baleros |,Talenqual |,Child |,Non-combat |,,6,11,8
Diana,Diana |,Female |,,Human |,Alive |,United Nations |,Baleros |,Talenqual |,Layabout |,Non-combat |,,6,12,6
Michael,Michael |,Male |,,Human |,Alive |,United Nations |,Baleros |,Talenqual |,Layabout |,Non-combat |,,6,8,6
Filip,Filip |,Male |,,Human |,Alive |,United Nations |,Baleros |,Talenqual |,Secretary |,Non-combat |,,6,8,6
Tobi,Tobi |,Male |,,Human |,Alive |,United Nations | Bushrangers |,Baleros |,Talenqual |,Adventurer |,Archer |,,6,16,6
Andel (UN),Andel |,Male |,,Human |,Alive |,United Nations | Earthers,Baleros |,Talenqual |,Farmer |,Non-combat |,,6,290,6
Balimar,Balimar Wulten |,Male |,,,Alive |,Unknown |,Chandrar |,Reim |,General | Noble |,Leader |,,6,2,4
Anabelle,Anabelle |,Female |,,Human |,Alive |,Unseen Empire |,Izril |,Riverfarm |,Child |,Non-combat |,,6,22,3
Yesne,Yesne |,Female |,,Drake |,Alive |,Visma |,Izril |,Liscor |,Child | ,Non-combat |,,6,12,9
Gaills,Gaills |,Male |,,Drake |,Alive |,Walled Families |,Izril |,Salazsar |,Crime |,Non-combat |,,6,17,9
Corbbin,Corbbin |,Male |,,Half-Elf |,Alive |,Waterlily |,Sea |,Boat |,Sailor |,Non-combat |,,6,19,9
Whet,Whet |,Male |,,Human |,Alive |,Wharf |,Izril |,Invrisil |,Crime |,Rogue |,,6,17,8
Tshya,Tshya | Scaleslough |,Male |,63 |,Drake |,Deceased |,Wistram Academy |,Wistram |,Wistram |,Mage | Intellect |,Mage |,,6,4,3
Nemistra,Nemistra Verdinan |,Female |,,Selphid |,Deceased |,Wistram Academy |,Wistram |,Wistram |,Mage |,Mage |,,6,2,3
Idevin,Idevin |,Male |,,Human |,Alive |,Wistram Academy | Aquais |,Wistram |,Wistram |,Mage |,Mage |,,6,18,7
Ophelia,Ophelia |,Female |,31|,String Person |,Deceased |,Wistram Academy | Centrists | Wistram Days Challengers |,Wistram |,Wistram |,Mage |,Mage |,,6,19,3
Qum,Qum |,Male |,50 |,Dullahan |,Deceased |,Wistram Academy | Wistram Days Challengers |,Wistram |,Wistram |,Mage |,Mage |,,6,12,3
Sang-min,Sang-min | Sang |,Male |,,Human |,Alive |,Wistram Earthers |,Wistram |,Wistram |,Soldier |,Mage |,,6,28,7
Malia,Malia |,Female |,,Human |,Alive |,Wistram Earthers |,Wistram |,Wistram |,Doctor |,Non-combat |,,6,21,7
Wetiole,Wetiole |,Male |,,Human |,Alive |,Wistram News Network |,Izril |,First Landing |,News |,Non-combat |,,6,7,9
Raeta,Raeta |,Female |,,Human |,Alive |,Yorrned Caravan |,Izril |,New Lands |,Merchant |,Non-combat |,,6,15,10
Jobbi,Jobbi |,Male |,,Human |,Alive |,Yorrned Caravan |,Izril |,New Lands |,Merchant |,Non-combat |,,6,20,10
Tivete,Tivete |,Female |,,Human |,Alive |,Yorrned Caravan |,Izril |,New Lands |,Merchant |,Non-combat |,,6,46,10
Lolsed,Lolsed |,Male |,,Human |,Alive |,Yorrned Caravan |,Izril |,New Lands |,Merchant |,Non-combat |,,6,38,10
Anlam,Anlam |,Male |,,Human |,Alive |,Yorrned Caravan |,Izril |,New Lands |,Merchant |,Non-combat |,,6,28,10
Rital,Rital |,Male |,,Beastkin |,Alive |,,Baleros |,Talenqual |,Merchant |,Non-combat |,,6,30,6
Qin’tevf’al,Qin'tevf'al | Prince of Djinni | Qin |,Male |,,Djinni |,Deceased |,,Rhir |,Demon Kingdom |,Royal |,Mage |,,6,9,8
Messyl,Messyl | Messy |,Male |,,Drake |,Alive |,,Izril |,Liscor |,Artisan |,Non-combat |,,6,12,2
Zirconia,Zirconia | Ash Giantess | Giant of Ash |,Female |,,Giant |,Deceased |,,Chandrar |,Khelt |,Vassal |,Warrior |,,6,6,8
Vakk,Vakk |,Male |,,Gnoll |,Deceased |,,Izril |,Liscor |,Layabout |,Non-combat |,,6,15,5
Vorm,Vorm | Vormhir |,Male |,,Gnoll |,Alive |,,Izril |,Great Plains |,Merchant |,Non-combat |,,6,9,9
Hareithion,Hareithion |,Male |,,Half-Elf |,Alive |,,Izril |,New Lands |,Mage |,Mage |,,6,9,10
Leireit,Leireit |,Male |,,Human |,Alive |,,Izril |,First Landing |,Mage |,Mage |,,6,61,8
Daufica,Daufica Longshel |,Female |,,Human |,Alive |,,Izril |,North Izril |,Mage |,Mage | Rogue |,,6,14,6
Rikku,Rikku Hime |,Female |,,Human |,Alive |,,Izril |,Great Plains |,Alchemist |,Non-combat |,,6,3,2
Wilen,Wilen |,Male |,14 |,Human |,Deceased |,,Rhir |,Blighted Kingdom |,Child |,Non-combat |,,6,38,2
Jenkil,Jenkil Thert | Ratwhisperer |,Male |,,Human |,Deceased |,,Izril |,Riverfarm |,Crime |,Non-combat |,,6,20,6
Dev,Dev |,Male |,,Human |,Deceased |,,Baleros |,Jungle |,Layabout |,Non-combat |,,6,10,7
Jacques,Jacques |,Male |,,Human |,Alive |,,Wistram | Izril |,Wistram | Fissival |,Layabout |,Non-combat |,,6,17,7
Thompson,Thompson Green | ayan |,Male |,,Human |,,,Unknown | ,Unknown |,Merchant |,Non-combat |,,6,4,2
Andres,Andres |,Male |,,Human |,Alive |,,Izril |,North Izril |,Noble |,Non-combat |,,6,32,5
Joiah,Joiah Kellisman |,Male |,,Human |,Alive |,,Izril |,Celum |,Smith |,Non-combat |,,6,10,5
Minerva,Minerva |,Female |,,Human |,Alive |,,Izril |,North Izril |,Adventurer |,Rogue |,,6,16,5
Haley,Haley |,Female |,,Human |,Alive |,,Terandria | Wistram | Sea |,Wistram | Boat |,Knight |,Warrior |,,6,20,7
Kositer,Kositer | Kositer the Lazy |,Male |,,Naga | Lizardfolk |,Alive |,,Baleros |,Jungle |,Adventurer |,Mage |,,6,12,8
Ireil,Ireil |,Male |,13 |,String Person |,Alive |,,Chandrar |,Merreid |,Child |,Non-combat |,,6,17,9
Grimvol,Grimvol |,Male |,,,Unknown |,,Baleros |,Jungle |,General |,Leader |,,6,12,2
Trixal,Trixal Therest |,Male |,,,Unknown |,,Wistram |,Wistram |,Ambassador |,Non-combat |,,6,4,3
Haeis,Haeis | Haeis of Marble |,Male |,,,Alive |,,Izril |,First Landing |,Artisan |,Non-combat |,,6,5,9
Berythe,Berythe | Devourer of Devourers |,Male |,,,Deceased |,,Chandrar |,Zeikhal |,Adventurer |,Warrior |,,6,6,8
Terithia,Terithia Kinslayer |,Female |,,,,,Izril |,North Izril |,Noble |,Warrior |,,6,2,6
Worker C44,Worker C44 |,Nonbinary |,,Antinium |,Alive |,Antinium |,Izril |,Liscor |,Artisan |,Non-combat |,,7,2,9
Kirust,Kirust |,Male |,,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Soldier |,Leader |,,7,5,4
Zekryia,Zekyria |,Female |,,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Noble |,Non-combat |,,7,3,4
Thorne,Thorne | Hawking 2.0 |,Male |,,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Hero |,Warrior |,,7,3,9
Picker,Picker |,Male |,,Goblin |,Alive |,Cave Goblins | Flooded Waters Tribe | The Wandering Inn |,Izril |,Goblinhome | The Wandering Inn |,Innkeeper |,Non-combat |,,7,7,9
Hellei,Hellei |,Male |,,Human |,Alive |,Cenidau |,Terandria |,Cenidau |,Performer | Intellect |,Non-combat |,,7,7,9
Mellika,Mellika |,Female |,,Antinium |,Deceased |,Centenium |,Rhir | Izril |,Demon Kingdom | Hivelands |,Centenium |,Warrior |,,7,2,4
Rehab,Rehab |,Nonbinary |,,Antinium |,Deceased |,Centenium |,Rhir | Izril |,Demon Kingdom | Hivelands |,Centenium |,Warrior | Archer |,,7,2,4
Fiziker,Fiziker |,Female |,,Gnoll |,Alive |,Demas Metal Tribe |,Izril |,Great Plains |,Shaman |,Mage |,,7,5,8
Marian (The Americans),Marian |,Female |,,Human |,Deceased |,Earthers | Blighted Kingdom |,Rhir |,Blighted Kingdom |,Hero |,Non-combat |,,7,2550,1
Calabrian,Calabrian |,Nonbinary |,,Antinium |,Deceased |,Erin's Chess Club |,Izril |,Liscor |,Strategist |,Non-combat |,,7,6,1
Kories,Kories |,Male |,,Drake |,Alive |,Fissival |,Izril |,Fissival |,Mage |,Mage |,,7,6,9
Dots,Dots |,Nonbinary |,,Antinium |,Alive |,Free Antinium | Painted Antinium | The Wandering Inn |,Izril |,The Wandering Inn |,Innkeeper |,Non-combat |,,7,3,9
Terr,Terr |,Male |,,Human |,Deceased |,Horns of Hammerad |,Izril | ,North Izril |,Adventurer |,Warrior |,,7,5,1
Coblat,Coblat |,Male |,,,Deceased |,Horns of Hammerad |,Izril |,North Izril |,Adventurer |,Warrior |,,7,2,1
Grimsore,Grimsore |,Male |,,,Deceased |,Horns of Hammerad |,Izril |,North Izril |,Adventurer |,Warrior |,,7,2,1
Wylint,Wylint |,Male |,,Human |,Alive |,House Teoring |,Terandria |,Pheislant |,Soldier | General |,Leader | Warrior |,,7,6,6
Ronnel,Ronnel |,Male |,,Human |,Alive |,Kaliv |,Terandria |,Kaliv |,Noble |,Non-combat |,,7,3,8
Akhta,Akhta |,Female |,,Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,7,3,8
Thekheldan,Thekheldan |,Male |,,Undead |,Deceased |,Khelt |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,7,2,6
Coutei-Dinai,Coutei-Dinai |,Male |,,Djinni |,Alive |,Khelt | Emrist | Scourgeriders of Emrist | Demon Kingdom |,Chandrar |,Khelt |,Vassal |,Mage |,,7,2,8
Thitern,Thitern |,Male |,,Half-Giant | Undead |,Active |,Khelt | Serept |,Chandrar |,Khelt |,Monarch | Royal |,Leader |,,7,2,8
Illius,Illius |,Male |,,Human |,Alive |,Kingdom of Germina |,Chandrar |,Germina |,Ambassador |,Non-combat |,,7,6,4
Delani,Delani | Delani of Hellios |,Female |,,Human |,Alive |,Kingdom of Hellios |,Chandrar |,Hellios |,Guard |,Warrior |,,7,5,6
Mersh,Mersh |,Male |,,Gnoll |,Unknown |,Liscor's City Watch |,Izril |,Liscor |,Guard |,Warrior |,,7,3,5
Vash,Vash |,Male |,,Gnoll |,Alive |,Liscorian Army |,Izril |,Liscor |,Soldier |,Warrior |,,7,3,5
Iturtexi,Iturtexi |,Female |,,Half-Elf |,Alive |,Lizard-Elves | Inserelad'reanum |,Izril | Baleros |,New Lands |,Guard |,Warrior |,,7,5,9
